Tiêu đề,Giá,Diện tích,Giá/m2,Số phòng ngủ,Số phòng tắm,Địa chỉ,Ngày đăng
"Biệt thự xinh 1550m2 góc 3 mặt tiền làng đại học Bình Thọ, Thủ Đức, Hồ Chí Minh",182 tỷ,1.550 m²,"117,42 tr/m²",N/A,3,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán rẻ nhà xinh 90m2 - 1 trệt 1 lầu Nguyễn Phạm Tuân, quận 6, Hồ Chí Minh","12,2 tỷ",90 m²,"135,56 tr/m²",3,2,"Q. 6, Tp. Hồ Chí Minh",09/10/2025
"Nhà phố xinh 106m2, 1 trệt 3 lầu Nguyễn Thị Minh Khai, quận 1, Hồ Chí Minh",25 tỷ,106 m²,"235,85 tr/m²",5,3,"Q. 1, Tp. Hồ Chí Minh",09/10/2025
"Đất thổ cư 11mx75m, cách đường Nguyễn Thị Hạnh 100m, gần VinHomes Hậu Nghĩa","4,6 tỷ",825 m²,"5,58 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",09/10/2025
"Nhà 2 tầng, 3 phòng ngủ, gara ô tô, đường xe tải tại Tam Phú, Thủ Đức",8 tỷ,104 m²,"76,92 tr/m²",3,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Đất nền Hòa Hội, tiềm năng sinh lời",4 tỷ,135 m²,"29,63 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà mặt tiền Kinh Dương Vương, diện tích 262m2, giá bán 62 tỷ",62 tỷ,262 m²,"236,64 tr/m²",N/A,N/A,"Q. 6, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà mặt tiền, 5 tầng, 76m2, full nội thất, gần đường Lũy Bán Bích","14,5 tỷ",76 m²,"190,79 tr/m²",5,6,"Q. Tân Phú, Tp. Hồ Chí Minh",09/10/2025
Phòng kinh doanh cập nhật 1 phòng ngủ The Galleria Metropole bán giá đầu tư chỉ 11.5 -12 tỷ all in đã sổ,"11,5 tỷ",50 m²,230 tr/m²,1,1,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
Bán nhà xưởng 600m2 - giá chỉ 10 tỷ 500 triệu - Tân Hiệp - Hóc Môn - thu nhập ổn định,"10,5 tỷ",600 m²,"17,5 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Nhà đẹp Nguyễn Văn Quá, phường Đông Hưng Thuận, quận 12, diện tích 64m2, giá 2,15 tỷ","2,15 tỷ",64 m²,"33,59 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",09/10/2025
"Bán kho xưởng 4000m2, Trần Văn Mười, Xuân Thới Đông, Hóc Môn, giá chỉ 15 triệu/m2",62 tỷ,4.000 m²,"15,5 tr/m²",3,2,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Ông chủ gửi bán 88m2 mặt tiền Nguyễn Thị Sáu giá chỉ 1,79 tỷ gọi cho em để đặt cọc ạ","1,79 tỷ",88 m²,"20,34 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Thanh lý nhà cấp 4 chính chủ 117m2 khu dân cư Gia Hòa, Phong Phú, Bình Chánh giá 795 triệu",795 triệu,117 m²,"6,79 tr/m²",3,3,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
"Khám phá không gian sống lý tưởng tại đường Phan Văn Trị, Quận 5, một vị trí đắc địa thông ra đường Nguyễn Trãi sầm uất","9,5 tỷ",51 m²,"186,27 tr/m²",N/A,N/A,"Q. 5, Tp. Hồ Chí Minh",09/10/2025
"Mua ở liền nhà 50,3m2 giá 2 tỷ 350 triệu đường Phạm Văn Chiêu, phường 14, Gò Vấp, hẻm xe hơi 4m","2,35 tỷ",50.3 m²,"46,72 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Đất Vĩnh Lộc A diện tích lớn, đường thông xe tải, giá tốt",5 tỷ,1.000 m²,5 tr/m²,N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
Bán nhà Tân Phú - đường Khuông Việt - 4 phòng ngủ - 4 tầng - 56m2 - gọi cho em xem nhà,"7,7 tỷ",56 m²,"137,5 tr/m²",4,3,"Q. Tân Phú, Tp. Hồ Chí Minh",09/10/2025
"Bán căn hộ 53m2, giá 2.15 tỷ, view Phú Mỹ Hưng, bán officetel Q7 Riverside","2,15 tỷ",53 m²,"40,57 tr/m²",1,1,"Q. 7, Tp. Hồ Chí Minh",09/10/2025
"Cần bán biệt thự căn gốc Nine South Estates, 29 tỷ, 180m2",29 tỷ,180 m²,"161,11 tr/m²",4,4,"H. Nhà Bè, Tp. Hồ Chí Minh",09/10/2025
"Nhà phố xinh 4m x 15m Huyền Quang, Tân Định, Quận 1, thành phố Hồ Chí Minh","18,5 tỷ",60 m²,"308,33 tr/m²",3,4,"Q. 1, Tp. Hồ Chí Minh",09/10/2025
"Nhà 2 tầng mặt tiền Thới An 11, Quận 12, diện tích sử dụng gần 72m², giá chỉ 4.7 tỷ","4,7 tỷ",72 m²,"82,46 tr/m²",3,2,"Q. 12, Tp. Hồ Chí Minh",09/10/2025
Tòa căn hộ dịch vụ diện tích 95m2 tại Quận 1 đang chờ đón nhà đầu tư thông thái,17 tỷ,95 m²,"178,95 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",09/10/2025
"Mặt tiền chợ Hoàng Hoa Thám, kinh doanh siêu lợi nhuận, sổ A4, chỉ 7.5 tỷ","7,5 tỷ",48 m²,"156,25 tr/m²",2,2,"Q. 1, Tp. Hồ Chí Minh",09/10/2025
"Nhà mới toanh 5 tầng, hẻm xe hơi, Phan Văn Trị, giá chỉ 8.58 tỷ","8,58 tỷ",52 m²,165 tr/m²,N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",09/10/2025
Bán lô đất 300m2 - mặt tiền đường An Hạ xã Phạm Văn Hai - giá tốt đầu tư - gọi ngay cho em,"2,15 tỷ",300 m²,"7,17 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
"Căn hộ dịch vụ 5 tầng, thu nhập 80 triệu/tháng, giá 14.2 tỷ","14,2 tỷ",165.6 m²,"85,75 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 3 tầng, 3 phòng ngủ, diện tích 81m2 gần Vincom Quang Trung, Gò Vấp","6,1 tỷ",81 m²,"75,31 tr/m²",3,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Nhà 5 tầng Lê Văn Sỹ, Quận 3 đường nhựa 6m, ở ngay, giá nhỉnh 16 tỷ",16 tỷ,60 m²,"266,67 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",09/10/2025
"Bán lô đất 2500m2 làm nhà vườn đầu tư tại Bình Lợi, Bình Chánh","5,7 tỷ",2.500 m²,"2,28 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
"Bán 110m2 - giá 1,12 tỷ - gần chợ và khu dân cư An Hạ - Bình Chánh - gọi cho em xem","1,12 tỷ",110 m²,"10,18 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
"Chủ gửi bán lô đất gần chợ Quách Điêu 68m2, giá chỉ 750 triệu gọi cho em đặt cọc",750 triệu,68 m²,"11,03 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà mặt tiền kinh doanh sầm uất Thống Nhất phường 11 ngang 13.5m, 459m2 kinh doanh trường học kế Lotte chỉ 51,5 tỷ","51,5 tỷ",459 m²,"112,2 tr/m²",3,5,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Gò Vấp thẳng tiến, nhà 3 tầng mới toanh, hẻm xe hơi, diện tích 56m2, sổ mới 2025, giá chỉ 7 tỷ",7 tỷ,56 m²,125 tr/m²,3,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Đất thổ cư Củ Chi, mặt tiền đường rộng, đầu tư sinh lời",2 tỷ,185 m²,"10,81 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà Củ Chi chính chủ, 3 phòng ngủ, hẻm nhựa 6m, giá yêu thương","2,75 tỷ",85 m²,"32,35 tr/m²",3,2,"H. Củ Chi, Tp. Hồ Chí Minh",09/10/2025
"Nhà vườn Củ Chi xinh xắn, đường xá thênh thang","1,3 tỷ",761 m²,"1,71 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",09/10/2025
"Nhà xinh Quận 12, sau lưng Metro, giá mềm mại chỉ 2.85 tỷ","2,85 tỷ",32 m²,"89,06 tr/m²",2,2,"Q. 12, Tp. Hồ Chí Minh",09/10/2025
"Bán lô đất 2 mặt tiền 3017m2 - giá chỉ 8 triệu/m2, đường Lê Thị Dung - Vĩnh Lộc A - Bình Chánh",25 tỷ,3.017 m²,"8,29 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
Bán lô đất sau lưng chợ Xuân Thới Thượng 135m2 - giá 2 tỷ 130 triệu - gọi cho em xem đất,"2,13 tỷ",135 m²,"15,78 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Bán 2 lô Tân Xuân, Hóc Môn, 145m2, giá chỉ 1,75 tỷ, gọi đặt cọc","1,75 tỷ",145 m²,"12,07 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Nhà chính chủ đường Dương Quảng Hàm, Gò Vấp - Không gian sống lý tưởng","12,5 tỷ",103.5 m²,"120,77 tr/m²",4,4,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Nhà đẹp 60m2, 3 bước ra mặt tiền khu Cityland Gò Vấp, giá 7 tỷ",7 tỷ,60 m²,"116,67 tr/m²",4,4,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Nhà Bình Thạnh - Hẻm 3.5m, cách mặt tiền 1 căn, 2 tầng, 3 phòng ngủ, giá nhỉnh 6 tỷ",6 tỷ,41 m²,"146,34 tr/m²",3,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",09/10/2025
"Nhà 2 mặt tiền Linh Xuân 3 tỷ, hẻm thông, tiện ích bủa vây",3 tỷ,44 m²,"68,18 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán gấp nhà trọ 18 phòng, 2 kiot ngay chợ Hưng Long, thu nhập 31 triệu/tháng sổ hồng trao tay","1,16 tỷ",380 m²,"3,05 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
Biệt thự Hà Đô – không gian sống đẳng cấp giữa lòng quận 12,42 tỷ,720 m²,"58,33 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",09/10/2025
"Ngôi nhà 2 lầu mới toanh tại hẻm 657 Ba Đình, Phường 9 đang chờ đón bạn","2,25 tỷ",16 m²,"140,63 tr/m²",2,3,"Q. 8, Tp. Hồ Chí Minh",09/10/2025
"Kính mời quý vị đến chiêm ngưỡng căn nhà nhỏ xinh xắn, tọa lạc ven sông Xáng thơ mộng, trên đường Âu Dương Lân","1,98 tỷ",14.15 m²,"139,93 tr/m²",3,3,"Q. 8, Tp. Hồ Chí Minh",09/10/2025
"Cơ hội sở hữu nhà 3 tầng tại vị trí vip khu Lương Đình Của, Quận 2 với giá cực hấp dẫn chỉ 20 tỷ",20 tỷ,100 m²,200 tr/m²,4,6,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Nhà mặt tiền đường Lê Trọng Tấn, 5m x 20m, thu nhập 10 triệu/tháng, giá 3.6 tỷ","3,6 tỷ",100 m²,36 tr/m²,N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",09/10/2025
"Nhà hẻm 4m Quận 3 nhỏ xinh 3.75 tỷ, ra hẻm xe hơi tránh","3,75 tỷ",12 m²,"312,5 tr/m²",2,N/A,"Q. 3, Tp. Hồ Chí Minh",09/10/2025
"Nhà Thới An 11, Lê Văn Khương - Diện tích 100m², giá chỉ 5.85 tỷ","5,85 tỷ",100 m²,"58,5 tr/m²",2,2,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Nhà Bình Thạnh 3 phòng ngủ, nở hậu, 3 căn ra mặt tiền, giá chỉ 6.35 tỷ","6,35 tỷ",40.8 m²,"155,64 tr/m²",3,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",09/10/2025
"Giảm 1 tỷ bán nhà mặt tiền đường Liên Phường, khu Merita Khang Điền, đang có sẵn hợp đồng thuê",23 tỷ,100 m²,230 tr/m²,4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán biệt thự Melosa Khang Điền, nội thất cơ bản, ngang 8m, sổ hồng hoàn công","14,5 tỷ",144 m²,"100,69 tr/m²",4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Chủ gửi bán căn nhà cấp 4 gần chợ Hưng Long 100m2, giá chỉ 1,2 tỷ gọi xem nhà","1,2 tỷ",100 m²,12 tr/m²,1,1,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
Bán 1000m2 - đất vườn - giá chỉ 2 tỷ 800 triệu - Bình Lợi - Bình Chánh,"2,8 tỷ",1.000 m²,"2,8 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",09/10/2025
"Nhà hẻm xe hơi hạ chào 1,5 tỷ, Nguyễn Trãi, Nguyễn Cư Trinh, Quận 1, 64m2, 2 tầng","13,4 tỷ",64 m²,"209,38 tr/m²",2,3,"Q. 1, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà phố Mega Village Khang Điền, tặng nội thất cao cấp, sổ hồng, giá rẻ nhất dự án","8,5 tỷ",75 m²,"113,33 tr/m²",4,5,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà đường Trần Bình Trọng, phường 2, quận 5, 65m2, 4 tầng, mới, chỉ 9 tỷ","9,9 tỷ",65 m²,"152,31 tr/m²",3,4,"Q. 5, Tp. Hồ Chí Minh",09/10/2025
"Bán biệt thự mini mới xây, diện tích 104m2, trung tâm Hóc Môn, hẻm xe hơi, giá 4.39 tỷ","4,39 tỷ",104 m²,"42,21 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Cần vốn sang nhượn lại nhà đường Trần Khắc Trân, phường 15, Phú Nhuận, diện tích 57,4m2, giá 2,55 tỷ","2,55 tỷ",57.4 m²,"44,43 tr/m²",4,3,"Q. Phú Nhuận, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà hẻm xe hơi Thành Thái, phường 14, quận 10, 139m2, 2 tầng, ngang 8,5m, cho thuê 56 triệu/tháng","16,9 tỷ",139 m²,"121,58 tr/m²",6,6,"Q. 10, Tp. Hồ Chí Minh",09/10/2025
"Bán shop căn góc Larcade Phú Mỹ Hưng, 2 mặt tiền, vị trí đẹp, giá 83 tỷ",83 tỷ,382 m²,"217,28 tr/m²",N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",09/10/2025
"Bán đất thổ cư 75m2 tại khu tái định cư 10ha Lưu Chí Hiếu, đường 13m","7,45 tỷ",75.15 m²,"99,14 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà hẻm xe hơi đường Trần Hưng Đạo, Quận 1, diện tích 40m2, 2 tầng, tiện xây sửa, giá 6.9 tỷ","6,9 tỷ",40 m²,"172,5 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 3 tầng, 3 phòng ngủ, hẻm xe hơi 6m, diện tích 60m2 gần Vinhomes Quận 9, Thủ Đức, giá 4 tỷ",4 tỷ,60 m²,"66,67 tr/m²",3,3,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà riêng 1 trệt 2 lầu đường Hà Huy Giáp, Quận 12, gần chợ, trường học, sổ hồng riêng","3,98 tỷ",44 m²,"90,45 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",09/10/2025
"Chủ nhà cần bán gấp nhà Sư Vạn Hạnh, phường 12, quận 10, gần bệnh viện 115, giá 3,5 tỷ","3,5 tỷ",55 m²,"63,64 tr/m²",3,2,"Q. 10, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà hẻm thông thoáng đường Quốc Lộ 13, Bình Thạnh, 3 phòng ngủ, giá 6.68 tỷ","6,68 tỷ",44.2 m²,"151,13 tr/m²",3,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",09/10/2025
"Nhà mặt tiền đường Huỳnh Văn Bánh, ngang 4m, 4 tầng, 5 phòng ngủ, sổ vuông vức, giá 7 tỷ",7 tỷ,60 m²,"116,67 tr/m²",5,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",09/10/2025
"Cần vốn kinh doanh, chủ bán gấp nhà đẹp Tân Sơn, giá chỉ 4,2 tỷ, sổ riêng, hẻm rộng ô tô","4,2 tỷ",80 m²,"52,5 tr/m²",4,4,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Nhà đẹp Tân Phú cần bán gấp, giá chỉ 5,9 tỷ, sổ riêng, sát bên nhà Ga T3","4,5 tỷ",72 m²,"62,5 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",09/10/2025
"Nhà Phú Nhuận 2 tầng, lời ngay 10 triệu/tháng, giá chỉ 6.5 tỷ","6,5 tỷ",45 m²,"144,44 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",09/10/2025
"Bán gấp nhà Bình Thạnh, giảm 50 triệu chỉ còn 2,95 tỷ, gần chợ","2,95 tỷ",48 m²,"61,46 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",09/10/2025
"Nhà mới tinh sau lưng công an phường, giá mềm như bún, nhanh tay kẻo lỡ","2,79 tỷ",24.75 m²,"112,73 tr/m²",2,2,"H. Hóc Môn, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà mặt tiền Tân Bình, sát nhà ga T3, diện tích 113m2, giá 19 tỷ",19 tỷ,112.99 m²,"168,16 tr/m²",N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",09/10/2025
"Bán đất thổ cư hẻm xe hơi đường TL54, Quận 12, gần chợ, giá 3.75 tỷ","3,75 tỷ",85 m²,"44,12 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",09/10/2025
"Mặt tiền kinh doanh đỉnh của chóp, lô góc 2 tầng, xe tải thông, Thủ Đức, giá chỉ 4.8 tỷ","4,8 tỷ",75 m²,64 tr/m²,4,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 4,5m x 14,47m, 5 tầng hẻm xe tải, thông ngay chợ An Nhơn","10,9 tỷ",66 m²,"165,15 tr/m²",5,6,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 2 ngủ hẻm thông thoáng, an ninh tại Dương Bá Trạc, Quận 8 - Giá chỉ 3.38 tỷ","3,38 tỷ",22.4 m²,"150,89 tr/m²",2,2,"Q. 8, Tp. Hồ Chí Minh",09/10/2025
"Nhà 3 tầng Thủ Đức đẹp mê ly, rinh ngay kẻo lỡ",8 tỷ,81 m²,"98,77 tr/m²",4,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán gấp nhà 3 tầng mới đẹp, ngang khủng 8m, sát Kinh Dương Vương","9,5 tỷ",128 m²,"74,22 tr/m²",5,5,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán gấp nhà mới đẹp khu Tên Lửa, ngang 8m cực hiếm, xe hơi ngủ trong nhà, giá 7,3 tỷ","7,3 tỷ",120 m²,"60,83 tr/m²",3,2,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà đường Tăng Nhơn Phú, Phước Long B, quận 9 giá bán 2,98 tỷ","2,98 tỷ",60 m²,"49,67 tr/m²",3,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Nhà hẻm xe hơi quay đầu, 3 tầng 4 ngủ, gần Vincom Quang Trung - Giá chỉ 6.69 tỷ","6,69 tỷ",56 m²,"119,46 tr/m²",4,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Bán gấp nhà Sư Vạn Hạnh, phường 12, quận 10 – giá chỉ 3,68 tỷ","3,68 tỷ",70 m²,"52,57 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",09/10/2025
"Nhà đường Trần Quang Diệu, phường 14, quận 3, giá bán 3,8 tỷ","3,8 tỷ",54 m²,"70,37 tr/m²",3,4,"Q. 3, Tp. Hồ Chí Minh",09/10/2025
"Bán gấp nhà Sư Vạn Hạnh, phường 12, quận 10 – giá chỉ 3,68 tỷ","3,68 tỷ",70 m²,"52,57 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà đẹp đường Bành Văn Trân, phường 7, Tân Bình – giá chỉ 4,45 tỷ","4,45 tỷ",62 m²,"71,77 tr/m²",3,3,"Q. Tân Bình, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà Nguyễn Quý Yêm, An Lạc Bình Tân giá 1,8 tỷ","1,8 tỷ",30 m²,60 tr/m²,N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà hẻm xe tải ngay mặt tiền Nguyễn Xí, phường 26, Bình Thạnh","3,46 tỷ",50 m²,"69,2 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",09/10/2025
"Bán gấp nhà Phạm Thế Hiển, phường 7, quận 8 – 3 phòng ngủ, 3wc – hẻm xe hơi – giá chỉ 2,59 tỷ","2,59 tỷ",45 m²,"57,56 tr/m²",3,3,"Q. 8, Tp. Hồ Chí Minh",09/10/2025
Lô đất đường 10c khu tái định cư Phước Thiện 160m giá tốt,12 tỷ,160 m²,75 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Tân Phú - Nhà xinh giá mềm, nhỉnh 5 tỷ, hẻm xe hơi, đất vuông vắn như tờ A4",5 tỷ,60 m²,"83,33 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",09/10/2025
"Biệt thự mini ngang 8m 120m2 mái Thái hẻm 183 Nguyễn Văn Khối tặng sân vườn 13,2 tỷ","13,2 tỷ",120 m²,110 tr/m²,4,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Nhà thật cách mặt tiền 1 căn xây mới 100% full nội thất ở liền phường 9, Phú Nhuận","13,5 tỷ",56 m²,"241,07 tr/m²",4,5,"Q. Phú Nhuận, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà đẹp Dương Quảng Hàm, phường 6, Gò Vấp, 5 tầng gara thang máy, 54m2, 9.2 tỷ","9,2 tỷ",54 m²,"170,37 tr/m²",4,5,"Q. Gò Vấp, Tp. Hồ Chí Minh",09/10/2025
"Nhà 2 mặt hẻm, cạnh chợ Trần Văn Quang, Tân Bình, diện tích 100m2, giá 10.1 tỷ","10,1 tỷ",99.9 m²,"101,1 tr/m²",N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 5 tầng khu phân lô đồng bộ Hương Lộ 2, Bình Tân","6,7 tỷ",56 m²,"119,64 tr/m²",4,5,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 4 tầng cực đẹp, ngay khu đắc địa Lý Chiêu Hoàng, quận 6","12,5 tỷ",73 m²,"171,23 tr/m²",5,4,"Q. 6, Tp. Hồ Chí Minh",09/10/2025
"Siêu phẩm 5 tầng, có thang máy, xây mới 100%, tặng full nội thất - Ao Đôi, Bình Tân","9,5 tỷ",64 m²,"148,44 tr/m²",4,6,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 4 tầng đẹp như mới, đường trước nhà 16m, phường Bình Phú","11,2 tỷ",73.8 m²,"151,76 tr/m²",4,5,"Q. 6, Tp. Hồ Chí Minh","Bán nhà 4 tầng đẹp như mới, đường trước nhà 16m, phường Bình Phú"
"Bán nhà 2 tầng, mua vào ở liền gần ngã 4 Bình Long, Nguyễn Sơn, Bình Tân","4,39 tỷ",40 m²,"109,75 tr/m²",2,2,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán 2 lô đất nền, mặt tiền, thổ cư 100% - Tân Phú, Thủ Đức, giá tốt","5,5 tỷ",70 m²,"78,57 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Nhà 4 tầng còn mới sát mặt tiền đường An Bình, quận 5","12,75 tỷ",66 m²,"193,18 tr/m²",6,6,"Q. 5, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà Melosa Khang Điền, full nội thất cao cấp, ngang 6m, đi thẳng ra hồ bơi trung tâm","10,7 tỷ",108 m²,"99,07 tr/m²",4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 3 tầng, đường rộng 12m, Hương Lộ 2, Bình Tân","11,8 tỷ",110.9 m²,"106,4 tr/m²",3,3,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà cũ, diện tích siêu rộng 124,6m2 Lê Đình Cẩn, Bình Tân giá tốt","5,8 tỷ",124.6 m²,"46,55 tr/m²",2,2,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 2 tầng, diện tích 60m2, nở hậu 5,7m - Anh Dương Vương, quận 5","13,3 tỷ",60 m²,"221,67 tr/m²",4,4,"Q. 5, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 4 tầng, diện tích ngang 7,5m, mặt tiền đường Văn Thân, phường Bình Tiên","26,8 tỷ",117 m²,"229,06 tr/m²",5,5,"Q. 6, Tp. Hồ Chí Minh",09/10/2025
"Giảm giá 1 tỷ, bán nhà Melosa Khang Điền, full nội thất cao cấp, ngang 6m, ngay gần công viên",11 tỷ,108 m²,"101,85 tr/m²",4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà 2 tầng mới tinh vào ở liền, đường số 4 Lê Văn Quới, Bình Tân","4,75 tỷ",40 m²,"118,75 tr/m²",2,2,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán lô đất nền full thổ cư - Trương Phước Phan, Bình Tân giá tốt","4,8 tỷ",69 m²,"69,57 tr/m²",N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Kẹt tiền bán nhà 5 tầng mặt tiền Huỳnh Văn Một, phường Hiệp Tân, Tân Phú",15 tỷ,75.7 m²,"198,15 tr/m²",6,6,"Q. Tân Phú, Tp. Hồ Chí Minh",09/10/2025
"Nhà 5 tầng xây mới 100%, tặng nội thất cao cấp, mua vào ở ngay - Lê Đình Cẩn, Bình Tân","7,5 tỷ",64 m²,"117,19 tr/m²",4,5,"Q. Bình Tân, Tp. Hồ Chí Minh",09/10/2025
"Bán nhà ngay trung tâm quận 6, diện tích siêu khủng, hàng hiếm","12,5 tỷ",113.6 m²,"110,04 tr/m²",3,2,"Q. 6, Tp. Hồ Chí Minh",09/10/2025
