Tiêu đề dự án,Giá,Diện tích,Giá/m²,Địa chỉ,Số phòng ngủ,Số phòng vệ sinh,Ngày đăng
"Bán đất nền 189m2 tại Đường 882, Phú Hữu, Q9, giá cực chất 6,615 tỷ","6,62 tỷ",189 m²,35 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,02/10/2025
"BÁN ĐẤT ĐƯỜNG 22, LINH ĐÔNG - 76.6M2 (ODT 72.4M2) - HẺM XE HƠI - GIÁ CHỈ 5.2 TỶ","5,2 tỷ","72,4 m²","71,82 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán căn hộ 1PN Ascent Lakeside Quận 7 - 2,6 tỷ - diện tích 53.68m2","2,6 tỷ","53,68 m²","48,44 tr/m²","Quận 7, Hồ Chí Minh",1,1,02/10/2025
Duplex Gateway Thảo Điền 250m2 ~ giá tốt nhất chỉ 48 tỷ ~192tr/m2 - 0909 868 ***,48 tỷ,250 m²,192 tr/m²,"Quận 2, Hồ Chí Minh",4,3,02/10/2025
"Bán nhà biệt thự sân vườn 3 tầng, 7 x 19m, đường 6m xe hơi ngủ trong nhà, ngay Emart Phan Huy Ích","8,5 tỷ",130 m²,"65,39 tr/m²","Gò Vấp, Hồ Chí Minh",5,4,02/10/2025
Bán gấp lô đất ngộp mặt tiền gần TL15 full thổ cư 150m2 giá chỉ 2 tỷ,2 tỷ,150 m²,"13,33 tr/m²","Củ Chi, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán nhà 6 tầng MTKD 10m Điện Biên Phủ, Q. 3 - xe hơi thông Nguyễn Thiện Thuật - hiếm nhà bán","15,95 tỷ",56 m²,"284,82 tr/m²","Quận 3, Hồ Chí Minh",N/A,N/A,02/10/2025
"Nhà chính chủ, sổ hồng riêng (6Ty550) Ngân hàng hỗ trợ vay 70%","6,65 tỷ",85 m²,"78,24 tr/m²","Quận 12, Hồ Chí Minh",3,4,02/10/2025
"Bán nhà phố TM Cityland Park Hills giá từ 23.950.000.000 đồng, gần công viên, TTTM","23,95 tỷ",100 m²,"239,5 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,02/10/2025
"Nhà vip như biệt thự mini Hoàng Diệu 2, hẻm tải tránh, 4tầng full nội thất chỉ 11,5tỷ","11,5 tỷ",70 m²,"164,29 tr/m²","Thủ Đức, Hồ Chí Minh",3,4,02/10/2025
Kim Thư nắm đầy đủ giỏ hàng đang bán tại Infiniti 3PN mới nhất tháng 10/2025 | SDT: 0967 565 ***,"8,2 tỷ",91 m²,"90,11 tr/m²","Quận 7, Hồ Chí Minh",3,3,02/10/2025
Cần bán gấp CC Him Lam DT 86m2 2PN 2WC full NT sổ hồng giá 4.2 tỷ LH 0909 368 *** Hân,"4,2 tỷ",86 m²,"48,84 tr/m²","Quận 6, Hồ Chí Minh",2,2,02/10/2025
"Chính chủ cần bán nhà hẻm 8m Khu vip Trương Vĩnh Ký, 5x25m đúc 2 tấm Giá: 13 tỷ",13 tỷ,125 m²,104 tr/m²,"Tân Phú, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán gấp nhà đường Phạm Thế Hiển, P7 quận 8 SHR",Giá thỏa thuận,26 m²,N/A,"Quận 8, Hồ Chí Minh",2,2,02/10/2025
"Biệt thự Nguyễn Thị Thập, P. Tân Phú, Q7, 140m2, 8m x 18m, 4 lầu, 15.9 tỷ","15,9 tỷ",140 m²,"113,57 tr/m²","Quận 7, Hồ Chí Minh",4,5,02/10/2025
"Bán đất thổ cư 100% (Ngang 12m) - 1 sẹc ngắn đường Bình Mỹ - Xe hơi tận nơi - 3,2 tỷ thương lượng","3,2 tỷ",252 m²,"12,7 tr/m²","Củ Chi, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán gấp trong năm nhà Chu Văn An, Q. Bình Thạnh, 63m2, 4PN, 4WC",Giá thỏa thuận,63 m²,N/A,"Bình Thạnh, Hồ Chí Minh",4,4,02/10/2025
ĐẤT NỀN MẶT TIỀN NGUYỄN THỊ THỬ CÁCH NGUYỄN VĂN BỨA 200M,"3,6 tỷ",136 m²,"26,47 tr/m²","Hóc Môn, Hồ Chí Minh",N/A,N/A,02/10/2025
"Đất Phú Hữu sát khu CNC-DT 115m2 giá 6.35 tỉ - thích hợp CHDV, cho thuê giá 56tr/m2 Bưng Ông Thoàn","6,25 tỷ",110 m²,"56,82 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán căn hộ chung cư Kingdom101 tầng cao, nhà vuông vức đẹp, 2PN, đã có sổ hồng, chính chủ, full NT","8,4 tỷ",78 m²,"107,69 tr/m²","Quận 10, Hồ Chí Minh",2,2,02/10/2025
"Good deal - Độc quyền bán căn 2PN Lumiere Riverside view sông, tầng cao, có chìa khoá sẵn xem nhà","11,7 tỷ",75 m²,156 tr/m²,"Quận 2, Hồ Chí Minh",2,2,02/10/2025
"Hẻm nhựa 5m thông, Lê Thúc Hoạch, Tân Hương, Văn Cao, 2 lầu, DT: 4 X 12m (48m2) - Hơn 5 tỷ","5,75 tỷ",48 m²,"119,79 tr/m²","Tân Phú, Hồ Chí Minh",2,2,02/10/2025
"Bán biệt thự 3 tầng quận 3, sát mặt tiền trần quang diệu, 100m2 ngang lớn 8m lô góc không LG 18.5tỷ","18,5 tỷ",100 m²,185 tr/m²,"Quận 3, Hồ Chí Minh",6,3,02/10/2025
"Chính chủ bán CHCC Oriental Plaza, Tân Phú 83m2=2PN=3tỷ6, 105m2=3PN= 4.3tỷ LH 0934 144 *** Hương","4,3 tỷ",105 m²,"40,95 tr/m²","Tân Phú, Hồ Chí Minh",3,2,02/10/2025
"Ngộp bank bán gấp, 4 tầng 8x11m, ô tô ngủ trong nhà, Lê Văn Quới - chỉ 7. x tỷ",Giá thỏa thuận,88 m²,N/A,"Bình Tân, Hồ Chí Minh",5,5,02/10/2025
Em cần bán nhanh CH Richmond 2PN 4.4 tỷ và 3PN giá 6 tỷ view đẹp (2 căn duy nhất giá tốt)LH e Phi,"4,4 tỷ",66 m²,"66,67 tr/m²","Bình Thạnh, Hồ Chí Minh",2,2,02/10/2025
"Hàng sang nhượng căn hộ Mizuki Park block MP1 - 5, MP6 - 7 - 8, MP9 - X giá tốt cập nhật mỗi ngày","3,2 tỷ",56 m²,"57,14 tr/m²","Bình Chánh, Hồ Chí Minh",2,1,02/10/2025
"Bán CC 3PN, 96m2, giá tốt tại The Sun Avenue, Q2, HCM","8,1 tỷ",96 m²,"84,38 tr/m²","Quận 2, Hồ Chí Minh",3,2,02/10/2025
"Bán nhà mặt tiền đường Lê Văn Duyệt, Quận BT (Đinh Tiên Hoàng). KC: 6 tầng: HĐT: 60tr/tháng (net)",23 tỷ,74 m²,"310,81 tr/m²","Bình Thạnh, Hồ Chí Minh",6,6,02/10/2025
"Tin thật Nhà 2 mặt tiền trước sau Ngô Tất Tố ngang 4,26m X dài 8,08m cách quận 1 200m hãy gọi ngay","8,5 tỷ",36 m²,"236,11 tr/m²","Bình Thạnh, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán biệt thự, villa đường số 10, cụm chung cư Q2 Thảo Điền, giá 85 tỷ, đã có sổ hồng",85 tỷ,"192,8 m²","440,87 tr/m²","Quận 2, Hồ Chí Minh",3,3,02/10/2025
"Nhà đẹp như tranh vẽ đường 6m HUỲNH TỊNH CỦA-Q3, 3TỶ9/79m2,cho thuê 28tr,gần trường NGUYỄN THÁI SƠN",Giá thỏa thuận,79 m²,N/A,"Quận 3, Hồ Chí Minh",4,5,02/10/2025
"Bán nhà mặt tiền Nơ Trang Long giá ngộp bank rẻ hơn giá hẻm, DT (15m x 52m), có HĐT",98 tỷ,700 m²,140 tr/m²,"Bình Thạnh, Hồ Chí Minh",N/A,N/A,02/10/2025
PHÒNG KINH DOANH INFINITY RIVIERA BÁN GIỎ HÀNG MỚI CẬP NHẬT 1-2-3PN LH: 0911 850 ***,"6,8 tỷ",82 m²,"82,93 tr/m²","Quận 7, Hồ Chí Minh",2,2,02/10/2025
"Chỉ còn 1 căn duy nhất căn 2PN dự án Victoria giá chỉ 5,35 tỷ có vat view thành phố.LH 0939 420 ***","5,35 tỷ",62 m²,"86,29 tr/m²","Quận 2, Hồ Chí Minh",2,2,02/10/2025
Chính chủ bán nhà mặt tiền đường Trần não,70 tỷ,155 m²,"451,61 tr/m²","Quận 2, Hồ Chí Minh",N/A,N/A,02/10/2025
"Hót! Bán rẻ nhà mới đẹp 3 tầng 5x12m, full nội thất giá 5.55 tỷ, hẻm 1716 Huỳnh Tấn Phát sát Quận 7","5,55 tỷ",60 m²,"92,5 tr/m²","Nhà Bè, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán gấp góc 2 MT Nguyễn Thị Minh Khai 9x20m, CN 171m2, 6 tầng HĐ 200 tr/th, 40 tỷ tin thật 100%",40 tỷ,171 m²,"233,92 tr/m²","Quận 1, Hồ Chí Minh",1,1,02/10/2025
"Bán nhà 188/34 Liên Khu 45, BHHB, Bình Tân. DT; 6 x 10m 4 lầu 5,2 tỷ, hẻm 8m nhựa 4PN, 5WC","5,2 tỷ",60 m²,"86,67 tr/m²","Bình Tân, Hồ Chí Minh",4,5,02/10/2025
Bán Lô full SHR 101m2 mặt tiền 5.5m xã Phước Vĩnh An từ TL2 vào. Sổ hồng công chứng ngay,"1,65 tỷ",101 m²,"16,34 tr/m²","Củ Chi, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán nhà phố Cityland Center Hills, vị trí vàng trung tâm Gò Vấp, giá chỉ từ 16 tỷ rẻ nhất khu vực",16 tỷ,100 m²,160 tr/m²,"Gò Vấp, Hồ Chí Minh",6,5,02/10/2025
Bán nhà đúc 3 tấm gần chợ Đại Hải Phan Văn Hớn,"6,45 tỷ",80 m²,"80,62 tr/m²","Hóc Môn, Hồ Chí Minh",4,4,02/10/2025
"Bán căn hộ Flora Anh Đào, loại 1PN + 1, 1WC giá 2.65 tỷ, 2PN 2WC giá 3.2 tỷ LH 0909 505 ***","2,65 tỷ",55 m²,"48,18 tr/m²","Quận 9, Hồ Chí Minh",2,1,02/10/2025
Giảm chảo 500Tr- Bán nhà MT - HXH Đoàn Văn Bơ ra Hoàng Diệu gần trường đại học Nguyễn Tất Thành,"6,5 tỷ","61,8 m²","105,18 tr/m²","Quận 4, Hồ Chí Minh",5,2,02/10/2025
"Bán căn hộ 2,5 tỷ đã có sổ tại Orchid Park. (Thương lượng chính chủ)","2,5 tỷ",72 m²,"34,72 tr/m²","Nhà Bè, Hồ Chí Minh",2,2,02/10/2025
"bán nhanh căn hộ Masteri Thảo Điền 2pn-2wc, 70m2 căn góc, giá 7,6 tỷ, full nội thất đẹp","7,6 tỷ",70 m²,"108,57 tr/m²","Quận 2, Hồ Chí Minh",2,2,02/10/2025
"Bán biệt thự kiểu Bắc Âu, TP. Thủ Đức. Diện tích: 20x41m",Giá thỏa thuận,865 m²,N/A,"Thủ Đức, Hồ Chí Minh",9,10,02/10/2025
"1/ HXT ngang hiếm 6,9m 3lầu sân vườn Phan Huy Ích P12 GV","8,6 tỷ",132 m²,"65,15 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán gấp nhà mới đẹp lung linh, view sông trực diện chung cư Riverside Residence, giá tốt","14,4 tỷ",136 m²,"105,88 tr/m²","Quận 7, Hồ Chí Minh",3,3,02/10/2025
"Ngộp ngân hàng bán gấp nhà mặt tiền Lê Ngô Cát Phường 7 Quận 3 DT: 13x32m 7 tầng, giá 103 tỷ bớt ít",103 tỷ,350 m²,"294,29 tr/m²","Quận 3, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán nhà 5 lầu đường Thăng long, phường Tân Sơn Nhất (P4) TP.HCM, 4*23m, giá 14,5 tỷ","14,5 tỷ",92 m²,"157,61 tr/m²","Tân Bình, Hồ Chí Minh",5,6,02/10/2025
"Giỏ hàng CĐT chỉ 10% nhận nhà căn 3PN, 4PN, Duplex xem nhà 24/7 vị trí 5 sao, quà tặng ck % khủng.","3,98 tỷ",61 m²,"65,25 tr/m²","Quận 6, Hồ Chí Minh",2,1,02/10/2025
Chính chủ Bán nhà hẻm 3 gác Hậu Giang P. Bình Phú ( khu him lam),"4,6 tỷ","43,1 m²","106,73 tr/m²","Quận 6, Hồ Chí Minh",3,2,02/10/2025
Quỹ căn hộ có sổ hồng chung cư Eco Green Quận 7 giá cực tốt chỉ từ 75tr/m2,"5,55 tỷ",72 m²,"77,08 tr/m²","Quận 7, Hồ Chí Minh",2,2,02/10/2025
"Chính chủ bán căn hộ Flora Anh Đào, Đỗ Xuân Hợp Quận 9, cách The Global City 200m","2,9 tỷ",54 m²,"53,7 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán CH chung cư Carillon Hoàng Hoa Thám, DT: 97m2 3PN 2WC - giá tốt chỉ: 5,5 tỷ. Sổ hồng, NH hỗ trợ","5,5 tỷ",97 m²,"56,7 tr/m²","Tân Bình, Hồ Chí Minh",3,2,02/10/2025
Nhà đẹp giá tốt khu Bình Thạnh chủ bán căn Phan Văn Trị 49.6m2 3PN giá thương Lượng,Giá thỏa thuận,"49,6 m²",N/A,"Bình Thạnh, Hồ Chí Minh",3,3,02/10/2025
"Chủ cần bán gấp lô đất giá tốt nhất khu 100m2, khu đồng bộ cách mặt tiền đường 22, Vành Đai 2 200m","6,8 tỷ",100 m²,68 tr/m²,"Thủ Đức, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán căn hộ chung cư tại Sunrise City, 4,8 tỷ, 56m2, 1PN, 1WC, giá cực chất, uy tín","4,8 tỷ",56 m²,"85,71 tr/m²","Quận 7, Hồ Chí Minh",1,1,02/10/2025
Bán nhà mặt tiền 1.400m2 sàn Q. Thủ Đức - Vạn Phúc. DT: 12x48m 3 lầu. Thuê: 150tr/th. Giá 49.5 tỷ,"49,5 tỷ",600 m²,"82,5 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,02/10/2025
BÁN NHÀ ĐẸP ĐƯỜNG HUỲNH VĂN NGHỆ QUẬN TÂN BÌNH CÓ PHÒNG NGỦ DƯỚI TRỆT,"6,95 tỷ","58,8 m²","118,2 tr/m²","Tân Bình, Hồ Chí Minh",4,4,02/10/2025
"Bán nhà 3 tầng 63m2 ô tô ngủ trong nhà, trung tâm, Bình Trưng Tây, Quận 2","7,45 tỷ",63 m²,"118,25 tr/m²","Quận 2, Hồ Chí Minh",3,3,02/10/2025
"Hàng ngộp 3 tầng - HXH Nguyễn Văn Nghi, P5, Gò Vấp, gần chợ Gò Vấp, sổ riêng",Giá thỏa thuận,"54,4 m²",N/A,"Gò Vấp, Hồ Chí Minh",4,5,02/10/2025
Bán nhà hẻm sạch đẹp công nhận 50m2 Huỳnh Tấn Phát Q7 giá 3.5 tỷ (TL),"3,5 tỷ",50 m²,70 tr/m²,"Quận 7, Hồ Chí Minh",2,2,02/10/2025
"Bán Hoặc Cho thuê tòa nhà 7 tầng mặt tiền Trần Quý Kiên, view sông, Thủ Đức.",155 tỷ,240 m²,"645,83 tr/m²","Quận 2, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán căn hộ chung cư Lucky Palace Quận 6, DT: 80m2, 82m2 và 88m2, 2PN, 2WC, giá 4,75 tỷ, sổ hồng","4,75 tỷ",79 m²,"60,13 tr/m²","Quận 6, Hồ Chí Minh",2,2,02/10/2025
"Siêu phẩm phức hợp 6 căn biệt thự An Phú, Thủ Đức có hồ bơi riêng, giá 580 tỷ. LH 0365 904 ***",580 tỷ,3.295 m²,"176,02 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán nhà mặt tiền 4 tầng phường An Phú, Q.2, 100m2 (5 x 20m)",20 tỷ,100 m²,200 tr/m²,"Quận 2, Hồ Chí Minh",4,5,02/10/2025
"Jamila Khang Điền, 100m2, 6tỷ4 cần ra ngay","6,4 tỷ",100 m²,64 tr/m²,"Quận 9, Hồ Chí Minh",3,2,02/10/2025
"Bán căn hộ Central Plaza, 91 Phạm Văn Hai, Tân Bình giá 3.95 tỷ, 65m2, (2PN/2WC), 0943 245 *** Hoàng","3,95 tỷ",65 m²,"60,77 tr/m²","Tân Bình, Hồ Chí Minh",2,2,02/10/2025
Mặt tiền hẻm kinh doanh - hẻm xe hơi - 3 tầng - 45m2 - Lê Văn Lương - Tân Kiểng Quận 7 - chỉ 7 tỷ 5,"7,5 tỷ",45 m²,"166,67 tr/m²","Quận 7, Hồ Chí Minh",3,3,02/10/2025
Duy nhất lô đất giá 115tr/m2 đất nền dự án Thạnh Mỹ Lợi - Trung Tâm Tp Thủ Đức,"20,3 tỷ",175 m²,116 tr/m²,"Quận 2, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán đất Vĩnh Lộc B, Bình Chánh, DT 10x78m giá 9,9tr/m2 thích hợp kho xưởng","7,72 tỷ",780 m²,"9,9 tr/m²","Bình Chánh, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán siêu phẩm đất góc 2 mặt tiền đường Số 37 khu D An Phú - An Khánh Q2, TP. HCM. 87.5m2, 25 tỷ",25 tỷ,"87,5 m²","285,71 tr/m²","Quận 2, Hồ Chí Minh",N/A,N/A,02/10/2025
"Bán đất Thủ Thiêm Villa, 351m2, giá ưu đãi tại Q2, HCM","56,16 tỷ",351 m²,160 tr/m²,"Quận 2, Hồ Chí Minh",N/A,N/A,02/10/2025
"Chính chủ cần bán rẻ The Eastern, tầng đẹp - 3PN - 112m2 - căn góc có ban công - chốt 4.2 tỷ","4,2 tỷ",112 m²,"37,5 tr/m²","Quận 9, Hồ Chí Minh",3,2,02/10/2025
"Siêu hot - 147,5m2 đất nền sổ đỏ lô góc 2MT đường 20 - 12m, nền hiếm có giá hấp dẫn đầu tư","11,45 tỷ","147,5 m²","77,63 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,02/10/2025
"Chính chủ bán nhà mặt tiền 863 Hưng Phú, 14,5 tỷ, 44,8m2, 3PN, 2WC, Quận 8, TP. HCM","14,5 tỷ","44,8 m²","323,66 tr/m²","Quận 8, Hồ Chí Minh",3,2,02/10/2025
"NHÀ MẶT TIỀN KINH DOANH ĐA NGÀNH NGHỀ, TPHCM","12,5 tỷ",120 m²,"104,17 tr/m²","Thủ Đức, Hồ Chí Minh",2,1,02/10/2025
"Bán Nhà Riêng 4PN, 3WC, 60m2, 5,05 tỷ tại Quốc lộ 1K, Linh Xuân, Thủ Đức, HCM","5,05 tỷ",60 m²,"84,17 tr/m²","Thủ Đức, Hồ Chí Minh",4,3,02/10/2025
"Giảm mạnh 18 tỷ về 79 tỷ, bán nhà hầm + 8 tầng 8 x20m MT Phan Xích Long cho thuê 320tr/tháng",79 tỷ,226 m²,"349,56 tr/m²","Phú Nhuận, Hồ Chí Minh",12,12,02/10/2025
"Giảm 35 tỷ còn 215 tỷ bán nhà 2MT Lê Văn Việt 36mx68m CTXD hầm 15 tầng, cho thuê 1,8 tỷ/tháng",215 tỷ,1.500 m²,"143,33 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,02/10/2025
"Ngộp Bank Bán Gấp Biệt Thự Quận 2 300m2 (10 x 30) 4 Tầng Giảm Còn 56,5 Tỷ TL","56,5 tỷ",300 m²,"188,33 tr/m²","Thủ Đức, Hồ Chí Minh",5,7,02/10/2025
"Hiếm bán nhà MT HXH Đ. Cống Quỳnh vị trí đẳng cấp ngay vòng xoay Nguyễn Cư Trinh, Q1 - 4m*19m đẹp","19,5 tỷ",76 m²,"256,58 tr/m²","Quận 1, Hồ Chí Minh",N/A,N/A,02/10/2025
"MẶT TIỀN KINH DOANH ĐƯỜNG CHU THIÊN , NGAY CHỢ CÂY KEO 4 TẦNG MỚI BTCT NHỈNH 12 TỶ","12,4 tỷ",86 m²,"144,19 tr/m²","Tân Phú, Hồ Chí Minh",4,3,02/10/2025
"BÁN NHÀ HUỲNH VĂN BÁNH 60M2 4x15 4 TẦNG MỚI ĐẸP, 5PN 6WC - 8.25 Tỷ","8,25 tỷ",60 m²,"137,5 tr/m²","Phú Nhuận, Hồ Chí Minh",5,6,02/10/2025
"Bán nhà đường Nguyễn Thiện Thuật - Hẻm 8m, 4 Tầng 35M2 3.3X11 - 3PN 3WC - 8.95 TỶ","8,95 tỷ",35 m²,"255,71 tr/m²","Quận 3, Hồ Chí Minh",N/A,N/A,02/10/2025
"Nhà hẻm xe hơi 10m Lê Trọng Tấn, Bình Hưng Hòa, Bình Tân, 4 x 11.5m, 3.65 tỷ","3,65 tỷ",47 m²,"77,66 tr/m²","Bình Tân, Hồ Chí Minh",1,1,02/10/2025
(Hiếm) BÁN NHÀ KỲ ĐỒNG 3TẦNG 36M2 3.4X14 HẺM XE HƠI 1 TRỤC - 8.7 TỶ,"8,7 tỷ",36 m²,"241,67 tr/m²","Quận 3, Hồ Chí Minh",3,3,02/10/2025
"Mua bán ký gửi bán đất nền KDC Cotec đường 12m dãy A4 DT 100m2, giá bán 41triệu/m2. LH 0934 179 ***","4,1 tỷ",100 m²,41 tr/m²,"Nhà Bè, Hồ Chí Minh",N/A,N/A,02/10/2025
Mặt tiền Lê Văn Việt/494 5 x 22m - 12 tỷ,12 tỷ,110 m²,"109,09 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Chính chủ bán nền biệt thự 240m KDC Nam Long, giá tốt 71tr/m2","17,04 tỷ",240 m²,71 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Bán nền biệt thự trục chính D6(20m) KDC Kiến Á, DT: 16x20m, Sổ cá nhân, Giá 77tr/m2","24,64 tỷ",320 m²,77 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Bán nền biệt thự trục chính D6(20m) KDC Kiến Á, DT: 16x20m, Sổ cá nhân, Giá 77tr/m2","24,64 tỷ",320 m²,77 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
BĐS dòng tiền 1tỷ/ năm. Bán nhà 5 tầng hẻm oto thông 8m gần mặt tiền ngay Nguyễn Gia Trí - D5,"18,8 tỷ",80 m²,235 tr/m²,"Bình Thạnh, Hồ Chí Minh",13,14,01/10/2025
"Căn hộ Happy One Sora - 1PN+, tầng 18 view làng đại học","2,9 tỷ",59 m²,"49,15 tr/m²","Thủ Đức, Hồ Chí Minh",2,1,01/10/2025
39 suất nội bộ CĐT KHANG ĐIỀN - Tặng 500tr gói nội thất và ngân hàng hỗ trợ 0% LS GLADIA KHANG ĐIỀN,20 tỷ,100 m²,200 tr/m²,"Quận 2, Hồ Chí Minh",4,N/A,01/10/2025
Bán nhà hẻm Nguyễn Văn Quỳ - 60m2 - giá 4 tỷ,4 tỷ,60 m²,"66,67 tr/m²","Quận 7, Hồ Chí Minh",2,3,01/10/2025
4700M2 NGUYỄN CỬU VÂN - BỀ NGANG 100M - SẴN GPXD 29 TẦNG BÌNH THẠNH - 100M BƯỚC QUA QUẬN 1,620 tỷ,4.700 m²,"131,92 tr/m²","Bình Thạnh, Hồ Chí Minh",N/A,N/A,01/10/2025
"Chuyên giới thiệu đất nông nghiệp Hiệp Phước, Nhà Bè",Giá thỏa thuận,5.770 m²,N/A,"Nhà Bè, Hồ Chí Minh",N/A,N/A,01/10/2025
Nhà phố 5 lầu hẻm xe hơi 4.5m Quốc Lộ 50 sổ hồng riêng hoàn công - chỉ 9 đồng nhẹ,9 tỷ,"54,2 m²","166,05 tr/m²","Quận 8, Hồ Chí Minh",4,5,01/10/2025
"Nhà Phố mới 100% ,5x12 xây 3 tầng 3 phòng ngủ nhà đẹp vào ở được ngay","5,55 tỷ",60 m²,"92,5 tr/m²","Nhà Bè, Hồ Chí Minh",3,4,01/10/2025
"Nhà đẹp,lầu cao view thoáng giá tốt tại thời điểm hiện tại","4,1 tỷ","68,77 m²","59,62 tr/m²","Quận 7, Hồ Chí Minh",2,2,01/10/2025
"Bán nhà hẻm xe hơi đường Lê Văn Sỹ, P. 14, Q. 3 chỉ 18 tỷ (TL)",18 tỷ,"86,9 m²","207,14 tr/m²","Quận 3, Hồ Chí Minh",3,3,01/10/2025
"Cần bán gấp lô Dt 175m2(10x17,5) giá 71tr/m2 gần công viên","12,42 tỷ",175 m²,71 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Xuất cảnh, chính chủ bán đất góc 2 mặt tiền đường Trường Lưu, lộ giới 30m, Quận 9",Giá thỏa thuận,"107,9 m²",N/A,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Cần bán đất nền dự án KDC Kiến Á, 1/ Đường Liên Phường, Phước Long B, Q9, 85 triệu/m2","17,2 tỷ",200 m²,86 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Cần bán lô đất 8x21m, giá 65tr/m2, khu dân cư Khang An giá tốt nhất dự án","10,92 tỷ",168 m²,65 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Giỏ hàng Bách Khoa, 7x26, 7x33, 12x34, 14x31 cam kết chính chủ giá thật, còn tiềm năng tăng giá cao","13,65 tỷ",182 m²,75 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Bán nhà hẻm xe hơi đường Lê Văn Sỹ, P. 14, Q. 3 chỉ 18 tỷ (TL)",18 tỷ,"86,9 m²","207,14 tr/m²","Quận 3, Hồ Chí Minh",3,3,01/10/2025
"Sốc! Giỏ hàng Khu An Gia tháng 10 giá tốt nhất thị trường! Pháp lý chuẩn, hỗ trợ vay tối đa",7 tỷ,114 m²,"61,4 tr/m²","Quận 7, Hồ Chí Minh",3,2,01/10/2025
Bảng giá bán căn hộ tại River Panorama - giá chỉ từ 3.5 tỷ - sở hữu hồ bơi vô cực đẹp nhất quận 7,"3,5 tỷ",55 m²,"63,64 tr/m²","Quận 7, Hồ Chí Minh",2,1,01/10/2025
"Cần bán căn hộ chung cư D-Homme 70m2, 2PN, Q. 6, giá: 4.6 tỷ, LH: 0903 077 ***. Được","4,6 tỷ",70 m²,"65,71 tr/m²","Quận 6, Hồ Chí Minh",2,2,01/10/2025
"LÔ ĐẤT 10M X 15M, HẺM XH 6M LÊ ĐỨC THỌ PHƯỜNG 17 GÒ VẤP (PHƯỜNG GÒ VẤP)","14,3 tỷ","146,2 m²","97,81 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,01/10/2025
"Hàng hiếm ở ngay, giá tốt nhất thị trường, chỉ từ 7,2 tỷ, khu compound an ninh 24/7, sổ hồng riêng","7,2 tỷ","56,5 m²","127,43 tr/m²","Bình Chánh, Hồ Chí Minh",4,4,01/10/2025
"Lexington Officetel - làm văn phòng hoặc ở, giá chỉ 2.3 tỷ - nhà mới - vốn ít cho thuê được giá","2,3 tỷ",36 m²,"63,89 tr/m²","Quận 2, Hồ Chí Minh",1,1,01/10/2025
"Siêu phẩm nhà mới 5 tầng full nội thất 3PN +1P xông hơi. Hẻm xe hơi 7 chỗ Bùi Quang Là, Gò Vấp 6,9T","6,9 tỷ",43 m²,"160,46 tr/m²","Gò Vấp, Hồ Chí Minh",3,5,01/10/2025
"Chính chủ bán lô đất đẹp, hiếm có. 02 mặt tiền: Đường 970 là 15m và đường H1 là 9m",13 tỷ,112 m²,"116,07 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,01/10/2025
"Cô 3 kẹt tiền bán lỗ - HXH Đặng Văn Sâm, Phú Nhuận - Gần công viên Gia Định - sổ riêng",Giá thỏa thuận,"67,5 m²",N/A,"Phú Nhuận, Hồ Chí Minh",4,5,01/10/2025
